spl_id,Main ingredient,Ingredients
1044bc52-1b4d-2c1f-e063-6294a90a4d88,ANGELICA ARCHANGELICA ROOT,"ANGELICA ARCHANGELICA ROOT, EUCALYPTUS OIL"
170f67c3-f183-a4cf-e063-6394a90af2a4,ANGELICA SINENSIS ROOT OIL,"ANGELICA SINENSIS ROOT OIL, BIOTIN, CARTHAMUS TINCTORIUS FLOWER OIL, GLYCYRRHIZA URALENSIS WHOLE, LIGUSTRUM LUCIDUM FRUIT, MINOXIDIL, PANAX GINSENG ROOT OIL"
33ce0ab6-8bec-468d-9f7c-522779c4827d,ANHYDROUS CITRIC ACID,"ANHYDROUS CITRIC ACID, JUGLANS REGIA WHOLE"
1906f1b3-9423-4a47-b417-ffe3f075535e,ANHYDROUS DEXTROSE,"ANHYDROUS DEXTROSE, CALCIUM CHLORIDE, MAGNESIUM SULFATE, UNSPECIFIED, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE, SODIUM PHOSPHATE"
099cf7f6-d34b-d8a1-e063-6294a90a5b6f,ANHYDROVITAMIN A,"ANHYDROVITAMIN A, CHLORHEXIDINE ACETATE, PROQUAZONE, PYRIDOXINE"
098310bc-856b-a0a2-e063-6394a90ab498,ANISE,"ANISE, FERRIC OXIDE RED, SILICON DIOXIDE, URTICA DIOICA ROOT"
1a586095-482c-6677-e063-6294a90a60d5,ANTHEMIS COTULA POLLEN,"ANTHEMIS COTULA POLLEN, CALENDULA OFFICINALIS WHOLE, LAVENDER OIL, ROSEMARY OIL, SUNFLOWER SEED, TOCOPHERYL RETINOATE"
06beaf35-f817-bf9b-e063-6294a90aec8c,ANTIMONY,"ANTIMONY, BRYONIA ALBA ROOT, EQUISETUM ARVENSE TOP, FORMICA RUFA, GOLD, HORSE CHESTNUT, SEDUM ROSEUM WHOLE, TIN, VESPA CRABRO"
0f4e4a0d-ed4e-5216-e063-6394a90a8634,ANTIMONY POTASSIUM TARTRATE,"ANTIMONY POTASSIUM TARTRATE, PHOSPHORUS"
141d6037-8729-bc6c-e063-6294a90a475c,ANTIMONY TRIIODIDE,ANTIMONY TRIIODIDE
0991d9cc-1908-9209-e063-6394a90aec7b,ANTIMONY TRISULFIDE,ANTIMONY TRISULFIDE
04cd8bf5-9759-8d87-e063-6394a90afbb7,APIS MELLIFERA,"APIS MELLIFERA, ARISTOLOCHIA CLEMATITIS ROOT, ATROPA BELLADONNA, LACHESIS MUTA VENOM, MATRICARIA CHAMOMILLA, THUJA OCCIDENTALIS LEAFY TWIG"
1493ed12-6efd-c33f-e063-6294a90a7e82,APIS MELLIFERA VENOM,APIS MELLIFERA VENOM
e0bbad8a-45a4-5917-e053-2995a90ac8d1,APIUM GRAVEOLENS WHOLE,"APIUM GRAVEOLENS WHOLE, ASCLEPIAS INCARNATA ROOT, CALCIUM ARSENATE, CAMPHOR (NATURAL), ECHINACEA ANGUSTIFOLIA, EUPATORIUM PERFOLIATUM FLOWERING TOP, EUPHRASIA STRICTA, FERROUS IODIDE, ICHTHAMMOL, SCABIES LESION LYSATE (HUMAN), THUJA OCCIDENTALIS LEAFY TWIG, TRIFOLIUM REPENS FLOWER"
1523ab3d-e9a6-7a85-e063-6294a90a3578,APIXABAN,APIXABAN
0d9ba38c-c287-0c9f-e063-6394a90a3a17,APOCYNUM CANNABINUM ROOT,"APOCYNUM CANNABINUM ROOT, ASAFETIDA, EGG PHOSPHOLIPIDS, EUCALYPTUS GLOBULUS LEAF, GENTIANA LUTEA ROOT, LATHYRUS SATIVAS SEED, LYCOPODIUM CLAVATUM SPORE, NUTMEG, OXALIC ACID DIHYDRATE, PHOSPHORIC ACID, PLATINUM, SILICON DIOXIDE, SODIUM BORATE, STRYCHNOS IGNATII SEED, SUS SCROFA PITUITARY GLAND, THYROID, UNSPECIFIED, TOXICODENDRON PUBESCENS LEAF, TRILLIUM ERECTUM ROOT, WOOD CREOSOTE"
e0327bd0-4afd-131e-e053-2a95a90a58e3,APPLE,"APPLE, APRICOT, BANANA, CHERRY, GRAPE, PEACH, PEAR, PINEAPPLE, STRAWBERRY"
00f18845-ccdf-8678-e063-6294a90a3374,APRACLONIDINE HYDROCHLORIDE,APRACLONIDINE HYDROCHLORIDE
1abdfe34-8ea4-6024-e063-6394a90a286f,APRICOT KERNEL OIL,"APRICOT KERNEL OIL, ELASTIN (HUMAN), MENTHA PIPERITA LEAF, ROSEMARY OIL"
0294318f-0b38-2efe-e063-6294a90a187c,AQUILARIA MALACCENSIS WHOLE,"AQUILARIA MALACCENSIS WHOLE, LEONTOPODIUM NIVALE SUBSP. ALPINUM WHOLE, PIPER AURITUM WHOLE, PIPER UMBELLATUM WHOLE"
b5a38025-d7f8-4589-9c07-553bdca09e1f,AQUILEGIA VULGARIS,"AQUILEGIA VULGARIS, ARABICA COFFEE BEAN, AVENA SATIVA FLOWERING TOP, CYPRIPEDIUM PARVIFLORUM VAR. PUBESCENS ROOT, DIBASIC POTASSIUM PHOSPHATE, HOPS, HYPERICUM PERFORATUM WHOLE, MATRICARIA CHAMOMILLA WHOLE, MELATONIN, MELISSA OFFICINALIS WHOLE, PASSIFLORA INCARNATA FLOWERING TOP, SODIUM CHLORIDE, VALERIAN"
06d15d06-c7f0-8e85-e063-6294a90ab2a2,ARABICA COFFEE BEAN,"ARABICA COFFEE BEAN, ARSENIC TRIOXIDE, LACHESIS MUTA VENOM, PASSIFLORA INCARNATA FLOWERING TOP"
14976c3c-197f-16ba-e063-6394a90a98f2,ARALIA RACEMOSA ROOT,ARALIA RACEMOSA ROOT
1430ae49-6da9-b6cb-e063-6294a90a6bfd,ARANEUS DIADEMATUS,ARANEUS DIADEMATUS
10c878ed-c1d7-5948-e063-6294a90a5bac,ARBUTIN,"ARBUTIN, ASCORBIC ACID, GLYCOLIC ACID, KOJIC ACID, NIACINAMIDE"
10a02653-5c33-19eb-e063-6394a90a8045,ARCTIUM LAPPA ROOT,"ARCTIUM LAPPA ROOT, ASCORBIC ACID, CHOLECALCIFEROL, CHONDRUS CRISPUS, CURCUMA LONGA WHOLE, FUCUS VESICULOSUS, NIGELLA SATIVA SEED OIL, WITHANIA SOMNIFERA FLOWER"
15544bdb-ccb8-7d36-e063-6294a90ace89,ARCTIUM LAPPA ROOT OIL,"ARCTIUM LAPPA ROOT OIL, PEPPERMINT OIL, TOCOPHEROL"
0427bbc9-f4cd-0eb6-e063-6294a90a7199,ARCTOSTAPHYLOS UVA-URSI LEAF,"ARCTOSTAPHYLOS UVA-URSI LEAF, CLEMATIS RECTA FLOWERING TOP, DELPHINIUM STAPHISAGRIA SEED, ECHINACEA ANGUSTIFOLIA, LYTTA VESICATORIA, PIPER CUBEBA FRUIT, RANUNCULUS BULBOSUS, SAW PALMETTO"
98de9422-52ec-42d8-b4c4-f3ad3b11460f,ARFORMOTEROL TARTRATE,ARFORMOTEROL TARTRATE
14c5557e-4ca9-7755-e063-6394a90a6a37,ARGAN OIL,ARGAN OIL
1a096580-c854-f5dd-e063-6394a90a4aa2,ARGANIA SPINOSA SEED,ARGANIA SPINOSA SEED
17261393-5dee-c278-e063-6394a90a27ad,ARGANIA SPINOSA WHOLE,"ARGANIA SPINOSA WHOLE, MACADAMIA INTEGRIFOLIA WHOLE"
09fae61c-e2e6-4a2b-9467-5d2542b917fe,ARGATROBAN,ARGATROBAN
105943fb-6e47-d309-e063-6294a90a806e,ARGININE,"ARGININE, FUCUS VESICULOSUS, NIACIN, OYSTER SHELL CALCIUM CARBONATE, CRUDE, PHYTOLACCA AMERICANA ROOT, SPONGIA OFFICINALIS SKELETON, ROASTED, THYROID, UNSPECIFIED, TYROSINE"
016798a8-4276-47d0-e063-6294a90a5aca,ARIPIPRAZOLE,ARIPIPRAZOLE
d7e63a3f-06f0-41fd-a4db-8c0646fda89a,ARIPIPRAZOLE LAUROXIL,ARIPIPRAZOLE LAUROXIL
0d9b8bfc-62d8-3e8f-e063-6294a90a373b,ARISAEMA TRIPHYLLUM ROOT,"ARISAEMA TRIPHYLLUM ROOT, CALCIUM FLUORIDE, CANIS LUPUS FAMILIARIS MILK, CAPSELLA BURSA-PASTORIS, FERRIC PICRATE, GENTIANA LUTEA ROOT, HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK, HYOSCYAMUS NIGER, LACTUCA VIROSA, SODIUM CHLORIDE, SULFUR IODIDE, TEUCRIUM MARUM, VALERIAN, WOOD CREOSOTE"
04d8ff7c-240d-c626-e063-6294a90a77c5,ARNICA MONTANA,ARNICA MONTANA
0ce13ead-fc35-b1e6-e063-6394a90a3d67,ARNICA MONTANA FLOWER,"ARNICA MONTANA FLOWER, HARPAGOPHYTUM PROCUMBENS ROOT, INDIAN FRANKINCENSE, SALIX ALBA BARK"
15487722-c402-c601-e063-6294a90a3ae0,ARNICA MONTANA ROOT,ARNICA MONTANA ROOT
01f41908-811f-4b13-9dc7-f1ddd49bcbb9,ARNICA MONTANA WHOLE,"ARNICA MONTANA WHOLE, GOLD, OYSTER SHELL CALCIUM CARBONATE, CRUDE, PHOSPHORUS, SELENICEREUS GRANDIFLORUS STEM, SODIUM CHLORIDE, SOLIDAGO VIRGAUREA FLOWERING TOP, STRYCHNOS NUX-VOMICA SEED"
15bfaa02-f194-1864-e063-6394a90a5b46,ARSENIC TRIBROMIDE,ARSENIC TRIBROMIDE
1148fa93-c689-48b4-93d5-c07ee221468c,ARSENIC TRIIODIDE,"ARSENIC TRIIODIDE, BAPTISIA TINCTORIA ROOT, BARIUM CARBONATE, BROMINE, ECHINACEA ANGUSTIFOLIA, LACHESIS MUTA VENOM, MERCURIUS SOLUBILIS, PHYTOLACCA AMERICANA ROOT, POTASSIUM CHLORIDE, TRIFOLIUM PRATENSE FLOWER"
0670e4b8-34bd-5c31-e063-6394a90a6718,ARSENIC TRIOXIDE,"ARSENIC TRIOXIDE, BRYONIA ALBA ROOT, GELSEMIUM SEMPERVIRENS ROOT, STRYCHNOS NUX-VOMICA SEED, TOXICODENDRON PUBESCENS LEAF"
15c41e42-0132-25f9-e063-6294a90abfb8,ARSENIC TRISULFIDE,ARSENIC TRISULFIDE
124efd64-13ec-7ef1-e063-6294a90a9d5e,ARTEMISIA ABROTANUM FLOWERING TOP,ARTEMISIA ABROTANUM FLOWERING TOP
17d998e9-7b10-9334-e063-6394a90acd33,ARTEMISIA ARGYI LEAF,ARTEMISIA ARGYI LEAF
19fa9580-fdf0-9347-e063-6394a90a89c0,ARTEMISIA CINA PRE-FLOWERING TOP,ARTEMISIA CINA PRE-FLOWERING TOP
e0328f6b-c58d-a85e-e053-2a95a90ab938,ARTEMISIA LUDOVICIANA POLLEN,"ARTEMISIA LUDOVICIANA POLLEN, ARTEMISIA TRIDENTATA POLLEN"
0d9b8ed6-9765-1813-e063-6394a90ac926,ARTEMISIA VULGARIS ROOT,"ARTEMISIA VULGARIS ROOT, ASAFETIDA, BENZENE, CALCIUM CHLORIDE, CALCIUM PICRATE, CHAMAELIRIUM LUTEUM ROOT, FUCUS VESICULOSUS, FUMARIA OFFICINALIS FLOWERING TOP, JACOBAEA MARITIMA, NITROGLYCERIN, PROTORTONIA CACTI, SEMECARPUS ANACARDIUM JUICE, STRYCHNOS NUX-VOMICA SEED, TEUCRIUM MARUM, VIBURNUM OPULUS BARK"
072de6ab-2dfb-5c45-e063-6294a90ad93e,ARTEMISIA VULGARIS WHOLE,ARTEMISIA VULGARIS WHOLE
148e2ace-8bb9-4121-8a98-02216e803717,ARTICAINE HYDROCHLORIDE,"ARTICAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE"
15ac75cb-ae0f-afb9-e063-6394a90a4679,ARUM MACULATUM ROOT,ARUM MACULATUM ROOT
1923b4f7-a813-93d4-e063-6394a90a591b,ARUNDO PLINIANA ROOT,ARUNDO PLINIANA ROOT
19fec17a-7a93-f815-e063-6294a90ae49e,ASARUM EUROPAEUM WHOLE,ASARUM EUROPAEUM WHOLE
0c292d3c-5335-cf55-e063-6294a90afc6b,ASCORBIC ACID,"ASCORBIC ACID, BUTYLENE GLYCOL, DENDROBIUM MONILIFORME WHOLE, GLYCERIN, HYALURONATE SODIUM, HYDROGENATED STARCH HYDROLYSATE, LEONURUS SIBIRICUS LEAF, MALTOOLIGOSYL GLUCOSIDE, PROPYLENE GLYCOL, RICE BRAN, SIZOFIRAN, VINCETOXICUM ATRATUM STEM"
5857dc4b-097e-4ad6-ade9-b2eaaffe9251,ASENAPINE,ASENAPINE
0fd8ce7d-75cf-ab1d-e063-6294a90a7376,ASIAN GINSENG,ASIAN GINSENG
ebe194aa-984d-8373-e053-2995a90ae03e,ASPARAGUS,"ASPARAGUS, BERBERIS VULGARIS ROOT BARK, CAPSELLA BURSA-PASTORIS, FRANGULA ALNUS BARK, GENISTA TINCTORIA, JUNIPER BERRY, PETROSELINUM CRISPUM, SILVER"
0d9b8bfc-62d3-3e8f-e063-6294a90a373b,ASPIDOSPERMA QUEBRACHO-BLANCO BARK,"ASPIDOSPERMA QUEBRACHO-BLANCO BARK, CANDIDA ALBICANS, CHAMAEMELUM NOBILE, CHRYSOPOGON ZIZANIOIDES ROOT, HELIANTHEMUM CANADENSE, HORSE CHESTNUT, LILIUM LANCIFOLIUM WHOLE FLOWERING, ROBINIA PSEUDOACACIA BARK, SYZYGIUM JAMBOS SEED, VIROLA SEBIFERA RESIN"
008ee85b-5cac-45a6-a857-a828f8125175,ASPIRIN,ASPIRIN
d44b323b-0822-b3d4-e053-2995a90aafb7,ASTRAGALUS NUTTALLII LEAF,"ASTRAGALUS NUTTALLII LEAF, CALCIUM SULFATE ANHYDROUS, CUPRIC ARSENITE, FERROSOFERRIC PHOSPHATE, HERRING SPERM DNA, MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE, POTASSIUM CHLORIDE, POTASSIUM SULFATE, RHODODENDRON TOMENTOSUM LEAFY TWIG, SACCHAROMYCES CEREVISIAE RNA, SILICON DIOXIDE, SILVER NITRATE"
053af311-c07b-f10f-e063-6294a90a8158,ASTRAGALUS PROPINQUUS ROOT,ASTRAGALUS PROPINQUUS ROOT
aa7cebdf-1418-4bd0-9630-c1233ed09f3d,ATAZANAVIR SULFATE,ATAZANAVIR SULFATE
0060ea32-a400-23d5-e063-6394a90ad90b,ATENOLOL,ATENOLOL
5069aba6-e8bf-4b91-a678-8ad3a2b67abc,ATOLTIVIMAB,"ATOLTIVIMAB, MAFTIVIMAB, ODESIVIMAB"
0c7a8230-ef27-a02d-e063-6294a90a541f,ATOMOXETINE HYDROCHLORIDE,ATOMOXETINE HYDROCHLORIDE
05ce7ad9-d479-05b2-e063-6394a90aadb7,ATORVASTATIN,ATORVASTATIN
02295afc-4ac0-4c78-a464-55eedfec175f,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE
01682de6-887d-ee3b-e063-6294a90a560c,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE
01cb5249-88ca-0eb5-e063-6294a90ab579,ATOVAQUONE,"ATOVAQUONE, PROGUANIL HYDROCHLORIDE"
017262ec-1b2a-b6d5-e063-6394a90aded7,ATRACTYLODES MACROCEPHALA WHOLE,"ATRACTYLODES MACROCEPHALA WHOLE, CHINESE YAM, FU LING, GLYCYRRHIZA URALENSIS, HONEY, JUJUBE FRUIT, MAGNOLIA DENUDATA FLOWER BUD, MENTHA ARVENSIS LEAF, TANGERINE PEEL, XANTHIUM SIBIRICUM FRUIT"
e032bc23-bdbb-53fc-e053-2a95a90aff1f,ATRIPLEX CANESCENS POLLEN,"ATRIPLEX CANESCENS POLLEN, ATRIPLEX LENTIFORMIS POLLEN, ATRIPLEX POLYCARPA POLLEN"
06d25564-4c7f-0b3a-e063-6294a90a38bf,ATROPA BELLADONNA,"ATROPA BELLADONNA, BRYONIA ALBA ROOT, SODIUM CHLORIDE, STRYCHNOS NUX-VOMICA SEED"
0024fb1c-a471-1269-e063-6394a90abafb,ATROPINE SULFATE,"ATROPINE SULFATE, DIPHENOXYLATE HYDROCHLORIDE"
bdff20a8-15aa-4ed0-b227-64e462851e4a,AUTOLOGOUS CULTURED CHONDROCYTES,"AUTOLOGOUS CULTURED CHONDROCYTES, PORK COLLAGEN"
8f608007-41b1-46e1-bef3-103264e6eae3,AVACINCAPTAD PEGOL SODIUM,AVACINCAPTAD PEGOL SODIUM
02f6a96b-ef91-59b6-e063-6294a90ab1a9,AVENA SATIVA FLOWERING TOP,"AVENA SATIVA FLOWERING TOP, ECHINACEA PURPUREA, ROSA CANINA FRUIT, SAMBUCUS NIGRA FLOWER, ZINC GLUCONATE"
0027a6cc-35f2-4b64-e063-6394a90ac29a,AVOBENZONE,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE"
4c277c90-9403-4257-973b-b789130e0c0e,AZACITIDINE,AZACITIDINE
173caf14-0ec3-b17a-e063-6294a90a0227,AZADIRACHTA INDICA BARK,"AZADIRACHTA INDICA BARK, CALENDULA OFFICINALIS FLOWER, ECHINACEA PURPUREA, PLANTAGO MAJOR"
0402f48a-3ee4-9f7e-e063-6294a90af9c3,AZATHIOPRINE,AZATHIOPRINE
0db01f99-4bf4-ee38-e063-6294a90afba9,AZELAIC ACID,"AZELAIC ACID, TRANEXAMIC ACID"
76bb89b3-4f39-4bc0-9a6e-27d4385a0980,AZELASTINE HYDROCHLORIDE,"AZELASTINE HYDROCHLORIDE, FLUTICASONE PROPIONATE"
10564d0a-fe20-ab2c-e063-6394a90aa1b3,AZILSARTAN KAMEDOXOMIL,"AZILSARTAN KAMEDOXOMIL, CHLORTHALIDONE"
0efd6085-fcd9-a4fa-e063-6394a90a10a5,AZITHROMYCIN DIHYDRATE,AZITHROMYCIN DIHYDRATE
16da421a-bae2-b709-e063-6394a90a58df,AZITHROMYCIN MONOHYDRATE,AZITHROMYCIN MONOHYDRATE
4fbbe1d5-822c-4108-bef5-dd7cc29f0f8f,BACILLUS ANTHRACIS IMMUNOSERUM RABBIT,"BACILLUS ANTHRACIS IMMUNOSERUM RABBIT, BAPTISIA TINCTORIA ROOT, CALCIUM PICRATE, CALCIUM SULFIDE, ECHINACEA ANGUSTIFOLIA, MERCURIC CHLORIDE, RANCID BEEF"
16c13a41-8aa4-3e05-e063-6394a90a687a,BACILLUS CEREUS,BACILLUS CEREUS
16ee993a-6dca-102b-e063-6294a90adccc,BACILLUS FIRMUS,BACILLUS FIRMUS
0f6478b5-70d2-45c1-af6f-3faff9fe9eb9,BACITRACIN,BACITRACIN
0050de33-914c-f76d-e063-6394a90a7fab,BACITRACIN ZINC,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE"
0416b5eb-1cad-97c6-e063-6294a90acecd,BACLOFEN,BACLOFEN
1b5a6873-c5fc-7e77-e063-6294a90a7763,BALSALAZIDE DISODIUM,BALSALAZIDE DISODIUM
c71eb176-d09b-45b3-e053-2a95a90a53df,BALSAM PERU,"BALSAM PERU, BRYONIA DIOICA ROOT, CALENDULA OFFICINALIS FLOWERING TOP, PHYTOLACCA AMERICANA ROOT, SOLANUM DULCAMARA TOP"
071cc0fa-f9dc-77ba-e063-6394a90a11d8,BAMBUSA BAMBOS SAP,"BAMBUSA BAMBOS SAP, HOUTTUYNIA CORDATA WHOLE, PYROLIGNEOUS ACID, SCHORL TOURMALINE"
0e9dc74d-a428-e67b-e063-6294a90a7e53,BAMBUSA VULGARIS WHOLE,"BAMBUSA VULGARIS WHOLE, BOS TAURUS INTERVERTEBRAL DISC, COPPER, EQUISETUM ARVENSE TOP, FORMICA RUFA, TIN, URTICA DIOICA, VESPA CRABRO, VISCUM ALBUM FRUITING TOP"
0d9b6c09-d165-0f31-e063-6394a90a7431,BAPTISIA TINCTORIA,BAPTISIA TINCTORIA
09ba859c-0875-4ca0-e063-6394a90a14f4,BAPTISIA TINCTORIA ROOT,BAPTISIA TINCTORIA ROOT
19b9dc92-30bb-fd86-e063-6394a90acd7b,BARIUM CARBONATE,BARIUM CARBONATE
25eb87ec-c9c8-417d-824a-d5af6320c73e,BARIUM CHLORIDE DIHYDRATE,"BARIUM CHLORIDE DIHYDRATE, BEEF KIDNEY, DIGITALIS, GARLIC, GOLD, LEAD ACETATE ANHYDROUS, LEONURUS CARDIACA WHOLE, LYCOPODIUM CLAVATUM SPORE, NITROGLYCERIN, RAUWOLFIA SERPENTINA, SULFUR, VISCUM ALBUM FRUITING TOP"
0eff7a0d-f908-9034-e063-6394a90a386e,BARIUM CITRATE,"BARIUM CITRATE, BARIUM IODATE, BERBERIS VULGARIS ROOT BARK, FERROUS ARSENATE, MERCURIC SULFIDE, MERCURY, OSTREA EDULIS SHELL"
1a01387f-629a-413d-e063-6394a90a148c,BARIUM IODIDE,BARIUM IODIDE
17de1adc-7b26-24e4-e063-6294a90a39df,BARLERIA LUPULINA WHOLE,"BARLERIA LUPULINA WHOLE, BORNEOL, CINNAMOMUM CAMPHORA LEAF, MENTHOL"
b7c41c68-9a59-4a40-b605-6f78f4bf16b3,BASILIXIMAB,BASILIXIMAB
1ea31bbf-8a31-d487-e063-6294a90ae367,BEDAQUILINE FUMARATE,BEDAQUILINE FUMARATE
06f9bf42-b42f-f5e8-e063-6394a90ad421,BEEF,BEEF
17cd3adf-908e-18b0-e063-6294a90a3b05,BEEF HEART,"BEEF HEART, BOS TAURUS CARTILAGE, MAMMAL LIVER, PORK KIDNEY, QUERCUS ROBUR WHOLE, SUS SCROFA LUNG, SUS SCROFA PANCREAS"
1866097a-aaa5-d364-e063-6294a90a9a6b,BEHENTRIMONIUM METHOSULFATE,"BEHENTRIMONIUM METHOSULFATE, CERAMIDE 1, CERAMIDE 3, CERAMIDE 6 II, HOMOSALATE, NIACINAMIDE, OCTOCRYLENE, TITANIUM DIOXIDE, ZINC OXIDE"
017ed754-9fe9-2cb5-e063-6294a90ab2f6,BELLADONNA LEAF,"BELLADONNA LEAF, CALCIUM CARBONATE, CHAMOMILE, LYCOPODIUM CLAVATUM SPORE, PULSATILLA PATENS WHOLE, SULFUR"
19b9c234-97a1-d5d8-e063-6394a90aa004,BELLIS PERENNIS,BELLIS PERENNIS
808ca891-4122-4b5b-8602-52cc114a37f2,BELLIS PERENNIS WHOLE,"BELLIS PERENNIS WHOLE, COMFREY ROOT, LEDUM PALUSTRE TWIG, MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE, PHYTOLACCA AMERICANA ROOT, RUTA GRAVEOLENS FLOWERING TOP, SILICON DIOXIDE"
eeb4f072-2d94-4a60-a540-c21c915f3d60,BELUMOSUDIL,BELUMOSUDIL
7813ec9d-ead4-4834-a056-63f02e489e66,BELZUTIFAN,BELZUTIFAN
0339cad5-9187-2b91-e063-6294a90ae4a1,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE
14ca6252-d081-3bdf-e063-6394a90abb8d,BENDAMUSTINE HYDROCHLORIDE,BENDAMUSTINE HYDROCHLORIDE
bc60e95e-6fb2-4e5f-a5df-40490b2ee204,BENOXINATE HYDROCHLORIDE,"BENOXINATE HYDROCHLORIDE, FLUORESCEIN SODIUM"
1a5889db-0895-64ef-e063-6394a90ab48f,BENTONITE,BENTONITE
0f32fbc8-53f2-5a44-e063-6394a90a2c3d,BENZALKONIUM,"BENZALKONIUM, DIDECYLDIMONIUM CHLORIDE"
0037a1a4-d748-2567-e063-6394a90a721c,BENZALKONIUM CHLORIDE,"BENZALKONIUM CHLORIDE, LIDOCAINE HYDROCHLORIDE"
151ebf9d-f841-2cf5-e063-6394a90a00cd,BENZENE,BENZENE
064649c9-cf69-a4c3-e063-6294a90a3624,BENZETHONIUM CHLORIDE,"BENZETHONIUM CHLORIDE, LIDOCAINE"
0261ec88-8fe5-d5f8-e063-6294a90ab3d4,BENZOCAINE,BENZOCAINE
7c90a8f1-8f30-4d51-8a46-d6503f44509a,BENZOCAINE HYDROCHLORIDE,"BENZOCAINE HYDROCHLORIDE, RESORCINOL"
0f8d1ba5-09a4-6f52-e063-6394a90aa3d4,BENZOIC ACID,"BENZOIC ACID, HYOSCYAMINE SULFATE, METHENAMINE, METHYLENE BLUE, PHENYL SALICYLATE"
0ce57521-f389-2c51-e063-6394a90a3b10,BENZOIN RESIN,BENZOIN RESIN
0b501298-298f-ef70-e063-6294a90a941d,BENZONATATE,BENZONATATE
009311c3-6c1e-4513-a6b6-7779d8db4f07,BENZOYL PEROXIDE,BENZOYL PEROXIDE
15d75638-8ac7-e610-e063-6394a90af99c,BENZPHETAMINE HYDROCHLORIDE,BENZPHETAMINE HYDROCHLORIDE
2020b61e-7716-d765-e063-6294a90ab0b8,BENZTROPINE MESYLATE,BENZTROPINE MESYLATE
0ac4d57d-56ed-7dda-e063-6394a90a9a51,BENZYL ALCOHOL,"BENZYL ALCOHOL, LIDOCAINE HYDROCHLORIDE"
13004cd1-9295-620f-e063-6394a90a5fb2,BERBERIS VULGARIS FRUIT,"BERBERIS VULGARIS FRUIT, HYPERICUM PERFORATUM, POTASSIUM PHOSPHATE, UNSPECIFIED FORM"
b15405fe-57d4-4915-9868-7994adfed2d3,BERBERIS VULGARIS ROOT,"BERBERIS VULGARIS ROOT, ECHINACEA ANGUSTIFOLIA ROOT, GARLIC, HOLY BASIL LEAF, SILICON DIOXIDE, THUJA OCCIDENTALIS LEAF"
0681572d-7fa9-0ad4-e063-6394a90a823d,BERBERIS VULGARIS ROOT BARK,"BERBERIS VULGARIS ROOT BARK, BLACK PEPPER, LARIX DECIDUA RESIN, POPULUS TREMULA WHOLE, SAW PALMETTO, URTICA URENS"
cf7d3aec-21af-42e6-b477-b11e98c18484,BETA VULGARIS,"BETA VULGARIS, CALCIUM FLUORIDE, CENTAUREA BENEDICTA, CHELIDONIUM MAJUS, COFFEA ARABICA SEED, ROASTED, DIBASIC POTASSIUM PHOSPHATE, EQUISETUM ARVENSE TOP, GERMANIUM SESQUIOXIDE, GINKGO, HYPERICUM PERFORATUM WHOLE, PETROSELINUM CRISPUM, PEUMUS BOLDUS LEAF, POTASSIUM CHLORIDE, POTASSIUM SULFATE, SILICON DIOXIDE, TARAXACUM OFFICINALE, TRIBASIC CALCIUM PHOSPHATE"
ed80e4f1-5ff1-5d2f-e053-2995a90afc23,BETAINE,"BETAINE, BRAIN-DERIVED NEUROTROPHIC FACTOR HUMAN, BUFO BUFO CUTANEOUS GLAND, CALCIUM CARBONATE, CHROMIC SULFATE, CICUTA VIROSA ROOT, COBALAMIN, COPPER, FOLIC ACID, GOLD, IRON, LACHESIS MUTA VENOM, MELATONIN, MOLYBDENUM, NEUROTROPHIN-3, NEUROTROPHIN-4, OXYTOCIN, SILICON DIOXIDE, SUS SCROFA FRONTAL LOBE, SUS SCROFA TEMPORAL LOBE, THYROTROPIN ALFA, UBIDECARENONE, VANADIUM, ZINC"
016a466c-de62-0a68-e063-6394a90ae49a,BETAMETHASONE ACETATE,"BETAMETHASONE ACETATE, BETAMETHASONE SODIUM PHOSPHATE"
08901233-7d37-e5d9-e063-6394a90af33d,BETAMETHASONE DIPROPIONATE,"BETAMETHASONE DIPROPIONATE, CLOTRIMAZOLE"
4b61f422-c8cf-43e0-9191-bdb6a2862917,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
cbdf31c2-0222-4934-8fdf-04219bd52815,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE
21ca1be3-2caf-535c-e063-6394a90a18e5,BETIATIDE,BETIATIDE
05519041-c819-db46-e063-6394a90acd25,BETULA PAPYRIFERA WHOLE,BETULA PAPYRIFERA WHOLE
0fb7ebb5-11ff-82b1-e063-6394a90af322,BETULA PENDULA BARK,"BETULA PENDULA BARK, JUNIPER BERRY"
