spl_id,Main ingredient,Ingredients
0c3ef530-de61-73f7-e063-6294a90a9973,CISPLATIN,CISPLATIN
0d69db75-5e99-4ac9-9102-803e77f66dce,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE
04a7721c-f33f-7573-e063-6394a90ae0c9,CITRIC ACID MONOHYDRATE,CITRIC ACID MONOHYDRATE
1a0b3ed7-6dc0-f930-e063-6394a90a6439,CITRULLUS COLOCYNTHIS FRUIT PULP,CITRULLUS COLOCYNTHIS FRUIT PULP
0d773c0d-7a2b-d567-e063-6394a90a9c54,CITRUS AURANTIFOLIA SEED OIL,"CITRUS AURANTIFOLIA SEED OIL, JOJOBA OIL"
11c0c002-0747-79fa-e063-6394a90aff28,CITRUS AURANTIUM FRUIT OIL,"CITRUS AURANTIUM FRUIT OIL, GALPHIMIA GLAUCA WHOLE"
0e85fb58-7ccc-8ae3-e063-6294a90a2553,CLARITHROMYCIN,CLARITHROMYCIN
d78b5354-95c8-4bba-99a5-9cb339735547,CLASCOTERONE,CLASCOTERONE
d4195d2d-40c5-4e06-8298-1ac90b0cbb3c,CLEMASTINE FUMARATE,CLEMASTINE FUMARATE
19fa67d4-e629-1021-e063-6294a90aaeb0,CLEMATIS RECTA FLOWERING TOP,CLEMATIS RECTA FLOWERING TOP
12dea490-e17a-f295-e063-6394a90af4aa,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE
78e0ae1e-9c06-4831-b962-e1aa65546110,CLINDAMYCIN PALMITATE HYDROCHLORIDE,CLINDAMYCIN PALMITATE HYDROCHLORIDE
11f9157a-6a2a-47f4-a674-a0be4155e3f4,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
06d42f39-2499-7b3d-e063-6294a90ab05c,CLIOQUINOL,"CLIOQUINOL, HYDROCORTISONE"
181bd7dd-a848-7bc7-e063-6294a90a482c,CLOBAZAM,CLOBAZAM
04178cdb-34f0-7d01-e063-6294a90a3bb3,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE
18adf4af-63ed-41e6-ab59-87085ce3e5fb,CLOFARABINE,CLOFARABINE
a0384dc3-9ab1-4632-bbb8-4e84e0a6a2e8,CLOMIPRAMINE HYDROCHLORIDE,CLOMIPRAMINE HYDROCHLORIDE
0135b661-071d-4d24-8a54-34a826590a45,CLONAZEPAM,CLONAZEPAM
939a1e39-7b92-4e3d-ae81-2be9c4415834,CLONIDINE,CLONIDINE
01781bbd-c9f5-56a7-e063-6294a90aee98,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
05355b6d-3802-4542-bda2-cd6a17e57266,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE
03372376-eef0-943d-e063-6394a90a52ee,CLOTRIMAZOLE,CLOTRIMAZOLE
0cc44ebb-f70f-fa09-e063-6394a90a3fc9,CLOVE,"CLOVE, LIGUSTICUM SINENSE SUBSP. CHUANXIONG ROOT, MYRRH"
1ac2d7fc-1807-7925-e063-6294a90ad3b5,CLOVE OIL,"CLOVE OIL, CNIDIUM MONNIERI FRUIT"
7fb1cf11-738b-4180-9a2b-ece0c1094ed6,CLOZAPINE,CLOZAPINE
35ad0ca1-b8b9-4e5f-a51f-141542510851,COAL TAR,COAL TAR
c5bd2c9e-5b7b-4404-bcd2-a82a46da19d8,COBICISTAT,"COBICISTAT, DARUNAVIR ETHANOLATE"
0fb0298f-9757-26e8-e063-6294a90ae8f2,COCAINE HYDROCHLORIDE,COCAINE HYDROCHLORIDE
14ca6252-d080-3bdf-e063-6394a90abb8d,COCAMIDOPROPYL BETAINE,COCAMIDOPROPYL BETAINE
17c5ba5e-580a-9f93-e063-6294a90a3422,COCO DIETHANOLAMIDE,"COCO DIETHANOLAMIDE, LAURETH-2 SULFATE"
03b159b0-b961-b38d-e063-6394a90a9462,COCOA BUTTER,"COCOA BUTTER, PHENYLEPHRINE HYDROCHLORIDE"
1405f6f3-6467-4565-e063-6294a90afa13,COCODIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN (1000 MW),COCODIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN (1000 MW)
1a588197-c48f-4ceb-e063-6394a90a28c5,COCONUT OIL,"COCONUT OIL, OLIVE OIL, ROSEMARY OIL, TURMERIC"
1a092f2c-b98f-817a-e063-6394a90a48ba,COCONUT OIL GLYCERETH-8 ESTERS,"COCONUT OIL GLYCERETH-8 ESTERS, HYDROGENATED CASTOR OIL, KOJIC ACID"
e03265ca-02b6-6e33-e053-2a95a90a1947,"COD, UNSPECIFIED","COD, UNSPECIFIED, FLOUNDER, UNSPECIFIED, HALIBUT, UNSPECIFIED, MACKEREL, UNSPECIFIED, SALMON, UNSPECIFIED, TUNA, UNSPECIFIED"
f65aab22-9b32-a09d-e053-2995a90a6456,CODEINE ANHYDROUS,CODEINE ANHYDROUS
e78195f4-5ace-42b1-b42b-df1546e5b596,CODEINE PHOSPHATE,"CODEINE PHOSPHATE, PROMETHAZINE HYDROCHLORIDE"
98a36372-b8c6-4717-8e49-ed62329404e6,CODEINE SULFATE,CODEINE SULFATE
d10a9ed5-2b5e-470e-a15d-8240e1b2d88e,"COFFEA ARABICA SEED, ROASTED","COFFEA ARABICA SEED, ROASTED, DIBASIC POTASSIUM PHOSPHATE, HOPS, MOSCHUS MOSCHIFERUS MUSK SAC RESIN, OYSTER SHELL CALCIUM CARBONATE, CRUDE, PASSIFLORA INCARNATA FLOWERING TOP, PHOSPHORUS, PULSATILLA PRATENSIS WHOLE, STRYCHNOS IGNATII SEED, STRYCHNOS NUX-VOMICA SEED, VALERIAN"
072dc302-1579-c97c-e063-6294a90aa5cf,COFFEE BEAN,COFFEE BEAN
09a72084-1b40-fa52-e063-6394a90acc76,COLCHICINE,COLCHICINE
19fa2c5f-1a30-beb0-e063-6294a90a3d7f,COLCHICUM AUTUMNALE BULB,COLCHICUM AUTUMNALE BULB
a14b8135-6187-46a0-b956-af2fb764229d,COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE
121452ba-e401-4b6c-e063-6394a90af8fd,COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE
89aaab5f-68ab-4848-b9c6-a4e1051aaf4c,COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM
19d2a64c-71f2-fe19-e063-6394a90ae5e0,COLLAGEN ALPHA-1(II) CHAIN,"COLLAGEN ALPHA-1(II) CHAIN, GARDEN SNAIL MUCIN, NIACINAMIDE, PORTULACA OLERACEA WHOLE"
96a21827-46ee-4299-88ee-1b983e3e5e43,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
163bc2e9-99e8-37bf-e063-6294a90a4fc5,COLLINSONIA CANADENSIS ROOT,COLLINSONIA CANADENSIS ROOT
ecfac63b-c330-06d2-e053-2995a90aecba,COMBRETUM MICRANTHUM LEAF,"COMBRETUM MICRANTHUM LEAF, JATEORHIZA CALUMBA ROOT, PEUMUS BOLDUS LEAF, RICINUS COMMUNIS SEED, SILVER"
999fb38c-adc5-40d2-e053-2a95a90a6432,COMFREY ROOT,COMFREY ROOT
1a0ae432-2cfa-16f8-e063-6294a90aefa0,CONIUM MACULATUM FLOWERING TOP,CONIUM MACULATUM FLOWERING TOP
06ea67d8-b619-776b-e063-6294a90a3185,COPPER,"COPPER, HYPERICUM PERFORATUM, ZINC"
094426f5-3a15-37e5-e063-6394a90aa985,COSYNTROPIN,COSYNTROPIN
1bcba5eb-dd9e-7715-e063-6294a90a670d,CROMOLYN SODIUM,CROMOLYN SODIUM
b8406d39-47d3-49ee-bb8f-924a9c2a68b0,CROTALUS DURISSUS TERRIFICUS VENOM,CROTALUS DURISSUS TERRIFICUS VENOM
19fb1267-d9df-039e-e063-6294a90ae27d,CROTALUS HORRIDUS HORRIDUS VENOM,CROTALUS HORRIDUS HORRIDUS VENOM
e08365af-d6eb-240b-e053-2995a90acd18,CROTON OIL,"CROTON OIL, DAPHNE MEZEREUM BARK, SODIUM CHLORIDE, TOXICODENDRON PUBESCENS LEAF"
ec987b66-eecb-8f90-e053-2995a90afe23,CUCUMBER,"CUCUMBER, GALPHIMIA GLAUCA FLOWERING TOP, HISTAMINE DIHYDROCHLORIDE, ONION, SODIUM CHLORIDE, STRYCHNOS NUX-VOMICA SEED"
163c7e95-6cd5-abdf-e063-6294a90af674,CUPRIC ACETATE,CUPRIC ACETATE
163cb0dd-0f64-4e32-e063-6394a90a4608,CUPRIC OXIDE,CUPRIC OXIDE
109ec9f6-c7ad-5936-e063-6394a90aca9c,CURCUMA LONGA WHOLE,"CURCUMA LONGA WHOLE, GINKGO BILOBA LEAF OIL, OPHIOCORDYCEPS SINENSIS, PANAX GINSENG WHOLE, RHODIOLA ROSEA ROOT, URTICA DIOICA ROOT, WITHANIA SOMNIFERA WHOLE"
06c9643e-5491-13c4-e063-6394a90aa3e1,CYANOCOBALAMIN,CYANOCOBALAMIN
0280b504-4a42-44f3-8a1a-34a20eac054a,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE
1517c27e-3135-6794-e063-6294a90a893d,CYCLOMETHICONE 5,CYCLOMETHICONE 5
09c81542-46cc-aeaa-e063-6394a90acc34,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE
f57dbebf-f145-4e3c-bfef-b7907f6e01eb,CYCLOPHOSPHAMIDE ANHYDROUS,CYCLOPHOSPHAMIDE ANHYDROUS
0a612c10-7125-d2aa-e063-6294a90ac954,CYCLOSPORINE,CYCLOSPORINE
9ed39c86-6061-4b0b-8691-c9d6adee55f5,CYNARA SCOLYMUS WHOLE,"CYNARA SCOLYMUS WHOLE, EUPHRASIA STRICTA, GOLD TRICHLORIDE, HEDERA HELIX FLOWERING TWIG, NITROGLYCERIN, RUTA GRAVEOLENS FLOWERING TOP, SOLANUM DULCAMARA TOP, TOBACCO LEAF"
0f487b86-c3a7-0b63-e063-6294a90a87fa,CYNOMORIUM SONGARICUM STEM,CYNOMORIUM SONGARICUM STEM
1acfd061-55b6-d34e-e063-6294a90a7f50,CYPROHEPTADINE,CYPROHEPTADINE
22042768-7f65-4a80-e063-6394a90ab089,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
1fd565ca-7122-4b1d-a3ea-0507ce2a87d8,DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE
7d3f35a8-485e-4220-b939-15fb7662bdce,DACARBAZINE,DACARBAZINE
1134ac0f-599a-a20b-e063-6294a90affcc,DALFAMPRIDINE,DALFAMPRIDINE
2decf1b9-9567-4351-8352-6e376ee86a84,DANTROLENE SODIUM,DANTROLENE SODIUM
de360b4e-6a91-4439-9f4d-475de2d8f08b,DAPAGLIFLOZIN PROPANEDIOL,DAPAGLIFLOZIN PROPANEDIOL
9a677023-7776-8f74-e053-2a95a90a7939,DAPHNE ODORA BARK,"DAPHNE ODORA BARK, DELPHINIUM STAPHISAGRIA SEED, DIEFFENBACHIA SEGUINE, PLANTAGO MAJOR, STRYCHNOS NUX-VOMICA SEED, TOBACCO LEAF"
1e8c46d3-52a4-311e-e063-6294a90aa615,DAPSONE,DAPSONE
17a6036b-422f-4c49-b865-1b035802ef60,DAPTOMYCIN,DAPTOMYCIN
d4b13c08-a06e-4706-846c-7562385f170c,DARBEPOETIN ALFA,DARBEPOETIN ALFA
78565601-df32-45a6-9d08-ac84738c8963,DAROLUTAMIDE,DAROLUTAMIDE
de3be678-a82f-4052-b7ce-728d887d548e,DARUNAVIR,DARUNAVIR
19048218-75dd-45fc-8e6e-fc660d861fb7,DASATINIB,DASATINIB
48d68219-2ba1-426f-a5a0-0cc35e69ff19,DASIGLUCAGON,DASIGLUCAGON
1a48fc33-1f01-70a9-e063-6394a90a5141,DATURA STRAMONIUM,DATURA STRAMONIUM
16d4ce06-b5f1-4d31-e063-6394a90a7176,DECITABINE,DECITABINE
b2ff1a76-b564-4235-8275-89005d9c4a24,DEFERASIROX,DEFERASIROX
10a5b857-d534-17f8-e063-6294a90a60c2,DEHYDRATED ALCOHOL,DEHYDRATED ALCOHOL
1031e3e4-f176-49b7-e063-6394a90a0cd9,DELPHINIUM STAPHISAGRIA SEED,DELPHINIUM STAPHISAGRIA SEED
18f1b607-b56a-8330-e063-6294a90aa258,DEOXYRIBONUCLEIC ACID (PLASMID PUB110),DEOXYRIBONUCLEIC ACID (PLASMID PUB110)
665247b4-5af0-4559-b49f-0660a3a511ea,DESLORATADINE,DESLORATADINE
0ec4ffe1-0ee2-fc69-e063-6394a90ab7fb,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE
0beda514-b750-63dc-e063-6394a90ad238,DESONIDE,DESONIDE
0dbd23fc-ee9b-4776-929c-6c67526b2e26,DESOXIMETASONE,DESOXIMETASONE
814c4c70-0fcf-4679-8890-2f3615558309,DESVENLAFAXINE,DESVENLAFAXINE
e6671fa1-6044-433a-b75d-1f21dcd137da,DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE
01cac0d7-5cdb-2fc0-e063-6394a90a45d0,DEXAMETHASONE,DEXAMETHASONE
14b90124-30d9-f997-e063-6394a90abe50,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE
0019528c-2f66-ef52-e063-6394a90a37bb,DEXBROMPHENIRAMINE MALEATE,"DEXBROMPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE"
12ef0602-bf08-6ddd-e063-6294a90a23c3,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE
093870c1-4135-493a-b5b6-01a4c1be545a,DEXMETHYLPHENIDATE HYDROCHLORIDE,DEXMETHYLPHENIDATE HYDROCHLORIDE
0e196b09-7bb0-5d0e-e063-6394a90a70c7,DEXPANTHENOL,"DEXPANTHENOL, LEVOMENTHOL, SALICYLIC ACID"
011473a8-26d5-4661-b3c0-745f9b6aa1d8,DEXTRAN 70,"DEXTRAN 70, POLYETHYLENE GLYCOL 400, POVIDONE, UNSPECIFIED, TETRAHYDROZOLINE HYDROCHLORIDE"
e5900a68-2bd4-4c69-9caf-131164062979,DEXTROAMPHETAMINE,DEXTROAMPHETAMINE
64cf0f22-82e3-4704-99a6-6a19c395bb89,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE
1547fa22-281e-34ef-e063-6394a90aee62,DEXTROMETHORPHAN,"DEXTROMETHORPHAN, GUAIFENESIN"
0158079f-86a8-4a73-b5b9-7b15db902935,DEXTROMETHORPHAN HYDROBROMIDE,DEXTROMETHORPHAN HYDROBROMIDE
0f4b4adc-5b55-4faa-aa95-900fc1a52258,DEXTROSE MONOHYDRATE,DEXTROSE MONOHYDRATE
2171bdfd-4b43-dac3-e063-6294a90ac2d9,"DEXTROSE, UNSPECIFIED FORM","DEXTROSE, UNSPECIFIED FORM, FRUCTOSE, PHOSPHORIC ACID"
17fd3073-2acb-adee-e063-6294a90ae5f5,DIAMINOPYRIMIDINE OXIDE,"DIAMINOPYRIMIDINE OXIDE, MINOXIDIL"
181d71ee-7cb2-afca-e063-6294a90a163f,DIAZEPAM,DIAZEPAM
197e8a7b-117a-d625-e063-6294a90ae12d,DIBENZOYLMETHANE,"DIBENZOYLMETHANE, ETHYL METHOXYCINNAMATE, HOMOSALATE, OCTOCRYLENE, TITANIUM DIOXIDE"
08b89251-0599-926d-e063-6294a90a7a23,DICLOFENAC EPOLAMINE,DICLOFENAC EPOLAMINE
065c1306-232f-f932-e063-6394a90a53ef,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM
0026d74b-7a6c-66ce-e063-6294a90a0ffa,DICLOFENAC SODIUM,DICLOFENAC SODIUM
014152a7-2595-6a86-e063-6394a90a6a17,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE
031c0a5d-139f-0623-e063-6394a90a5537,DIDECYLDIMONIUM,DIDECYLDIMONIUM
0a8c7bdb-19f5-54c9-e063-6394a90ac5f5,DIDECYLDIMONIUM CHLORIDE,"DIDECYLDIMONIUM CHLORIDE, NIACINAMIDE, SALICYLIC ACID"
19fa9cf5-64be-6510-e063-6294a90a7180,DIEFFENBACHIA SEGUINE,DIEFFENBACHIA SEGUINE
0f274741-0b4d-4575-a149-515e241e954b,DIETHYLPROPION HYDROCHLORIDE,DIETHYLPROPION HYDROCHLORIDE
1ea253c3-30c0-2b26-e063-6394a90a312e,DIFELIKEFALIN ACETATE,DIFELIKEFALIN ACETATE
727a87ee-8629-49f4-8550-bcf670037a8b,DIFLORASONE DIACETATE,DIFLORASONE DIACETATE
7f14adc1-845e-ad00-8cbe-cee1999db6c0,DIFLUPREDNATE,DIFLUPREDNATE
19ba75a8-51ad-c9f5-e063-6394a90a5214,DIGITALIS,DIGITALIS
1ac4cdf7-966e-51f8-e063-6394a90a83e6,DIGLYCERIN,"DIGLYCERIN, RETINOL"
20347bf0-6858-4d38-b1f6-8ec210d2bb1a,DIGOXIN,DIGOXIN
457877f9-c530-440c-a903-c87a497b5b0d,DIHYDROERGOTAMINE MESYLATE,DIHYDROERGOTAMINE MESYLATE
01fada8b-68c3-4e7a-e063-6394a90acee7,DILL,DILL
0416b0c0-255f-5f9d-e063-6294a90a8aef,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
298f9ff5-594f-42c6-ba7f-fde5181d95f1,DIMENHYDRINATE,DIMENHYDRINATE
004d90e3-024d-4ccb-9ff4-a8754df8dd1d,DIMETHICONE,DIMETHICONE
01df9746-991c-4363-e063-6294a90aaac6,DIMETHICONE 20,"DIMETHICONE 20, PETROLATUM"
15204585-41eb-85c5-e063-6394a90a25dc,DIMETHICONE 200,DIMETHICONE 200
1e7672d0-2532-401b-81a2-dd76968d2745,DIMETHYL FUMARATE,DIMETHYL FUMARATE
14083ebc-3af6-8be8-e063-6294a90a4a41,DIOSCOREA VILLOSA ROOT,"DIOSCOREA VILLOSA ROOT, GINGER"
25f16472-f472-48be-a1f9-d5741bcf2686,DIOSCOREA VILLOSA TUBER,"DIOSCOREA VILLOSA TUBER, SODIUM CHLORIDE, STRYCHNOS NUX-VOMICA SEED"
0d053ff4-abe5-49fb-9f56-8da731be7596,DIPHENHYDRAMINE CITRATE,"DIPHENHYDRAMINE CITRATE, IBUPROFEN"
0094038d-3be4-4d91-b75d-f5a29c8dbb4b,DIPHENHYDRAMINE HYDROCHLORIDE,"DIPHENHYDRAMINE HYDROCHLORIDE, ZINC ACETATE"
775dd8d8-6441-46ef-a482-9b1211941793,DIPYRIDAMOLE,DIPYRIDAMOLE
0715b97d-d02c-1d5a-e063-6394a90aaf58,DISELENIUM DICHLORIDE,DISELENIUM DICHLORIDE
71a441c5-5c53-433e-84b9-f7b25818a077,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
06fe77f7-a1e1-f066-e063-6294a90a7653,DISULFIRAM,DISULFIRAM
0255630d-89dd-4b94-b851-6f7b880d6f20,DIVALPROEX SODIUM,DIVALPROEX SODIUM
10308491-d534-4e9f-9fcc-8d8a3eda213d,DOCETAXEL,DOCETAXEL
5e93df13-7250-47d5-9638-0c162252aea4,DOCETAXEL ANHYDROUS,DOCETAXEL ANHYDROUS
07bd4fc5-e4fc-41b0-bb91-909b2fcca0f7,DOCOSANOL,DOCOSANOL
002fa4d3-5a43-439c-ba5e-492771d1e12b,DOCUSATE SODIUM,"DOCUSATE SODIUM, SENNOSIDES"
1707916f-4647-4afd-ae60-db3d0434b521,DOFETILIDE,DOFETILIDE
0a4fb55a-6c57-4a96-adf7-52ea296c6f66,DONANEMAB,DONANEMAB
06dd8f2d-65a9-4fff-a2cf-0ca69540c1af,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE
09333608-55c4-16d3-e063-6294a90a8e03,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
02d89d37-cbca-4e06-83ef-2a10f988f1ea,DORZOLAMIDE HYDROCHLORIDE,"DORZOLAMIDE HYDROCHLORIDE, TIMOLOL MALEATE"
a0c3423e-b2e8-43f1-b9b3-45d7dd734dde,DOSTARLIMAB,DOSTARLIMAB
00c29b40-1d54-4c05-af83-561fc20ec191,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE
06e79465-1129-6806-e063-6394a90a2113,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE
152fa1fd-f09e-4b56-b72c-567a8469dd05,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE
076168b0-0ad1-ab4e-e063-6294a90a12e4,DOXYCYCLINE,DOXYCYCLINE
00b2a93c-92dc-90c6-e063-6294a90a6d33,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE
0c40dd2a-b6a4-7a91-e063-6294a90a1cb5,DOXYLAMINE SUCCINATE,"DOXYLAMINE SUCCINATE, PYRIDOXINE HYDROCHLORIDE"
0702b03e-d161-4305-ba74-cd0920c23fdf,DRONABINOL,DRONABINOL
8bcdfec0-1df7-413d-82c1-ac564d18aaa0,DROPERIDOL,DROPERIDOL
19baa9df-55bb-2562-e063-6394a90a4a27,DROSERA ROTUNDIFOLIA,DROSERA ROTUNDIFOLIA
1af8aeac-14cf-4330-bf4e-3e50348268c1,DROXIDOPA,DROXIDOPA
1b17561b-7333-df06-e063-6394a90a3882,DRYOPTERIS FILIX-MAS ROOT,DRYOPTERIS FILIX-MAS ROOT
acaa63ae-a7bc-4997-9bfb-6292ff7bed52,DULAGLUTIDE,DULAGLUTIDE
0191629f-f9f4-6ad0-e063-6294a90a773f,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE
0a334eb9-cad0-f213-e063-6394a90a46da,DUTASTERIDE,"DUTASTERIDE, TAMSULOSIN HYDROCHLORIDE"
e0bae390-0bd9-159f-e053-2a95a90ac095,ECHINACEA ANGUSTIFOLIA,"ECHINACEA ANGUSTIFOLIA, TOXICODENDRON PUBESCENS LEAF, URTICA URENS"
0fb58406-1eac-376d-e063-6394a90ad62b,ECHINACEA PALLIDA,"ECHINACEA PALLIDA, IRON, PHOSPHORUS, PRUNUS SPINOSA FLOWER BUD, SILICON DIOXIDE"
05524b80-f6b0-446b-e063-6294a90a7b65,ECHINACEA PURPUREA,"ECHINACEA PURPUREA, ROSA CANINA FRUIT, ZINC GLUCONATE"
0bb5d729-5109-e387-e063-6394a90a1fce,ECONAZOLE NITRATE,ECONAZOLE NITRATE
1c480e17-36f8-d31b-e063-6294a90a5445,EDARAVONE,EDARAVONE
f1a4251a-e04d-48aa-ae58-44b30df1de0d,EFAVIRENZ,EFAVIRENZ
19acfe74-3408-6e44-e063-6294a90a470e,ELASTIN (HUMAN),"ELASTIN (HUMAN), HYALURONIC ACID"
20b8faff-1b02-4327-be1d-657aac68e105,ELBASVIR,"ELBASVIR, GRAZOPREVIR ANHYDROUS"
077134d1-427e-6235-e063-6394a90abcf6,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN HYDROBROMIDE
8c7a8949-b407-41ab-b2e3-88c83b6a9213,ELOSULFASE ALFA,ELOSULFASE ALFA
46a68ec5-d52b-46dd-920f-38eff4165301,EMPAGLIFLOZIN,EMPAGLIFLOZIN
571559a0-e4c8-450f-9d29-0a1943330c6e,EMTRICITABINE,"EMTRICITABINE, TENOFOVIR ALAFENAMIDE FUMARATE"
02705b22-bc4f-1594-e063-6394a90a82ea,ENALAPRIL MALEATE,ENALAPRIL MALEATE
03f5e601-6572-08bb-e063-6294a90ac155,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM
083752d6-b759-692f-e063-6294a90aa338,ENSULIZOLE,"ENSULIZOLE, OCTINOXATE, OXYBENZONE, TITANIUM DIOXIDE, ZINC OXIDE"
071b5720-d208-9e0e-e063-6294a90a0513,ENTACAPONE,ENTACAPONE
1a905283-0058-a7dd-e063-6394a90a1909,ENTECAVIR,ENTECAVIR
b0469a25-eb70-451f-a836-514908b1e784,ENTECAVIR ANHYDROUS,ENTECAVIR ANHYDROUS
94ef3f9e-bfe9-4a23-b797-393ee27c6d02,ENTEROCOCCUS FAECALIS,"ENTEROCOCCUS FAECALIS, HAEMOPHILUS INFLUENZAE TYPE B, KLEBSIELLA PNEUMONIAE, STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS AGALACTIAE, STREPTOCOCCUS MUTANS, STREPTOCOCCUS PNEUMONIAE, STREPTOCOCCUS VIRIDANS GROUP"
08f5af1d-365f-a97c-e063-6394a90a99ae,EPHEDRINE SULFATE,EPHEDRINE SULFATE
bc4f6808-8013-4af0-b622-e8b809aa6371,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE
093312a8-528c-d515-e063-6394a90afd8f,EPINEPHRINE,EPINEPHRINE
199a3180-9d2b-2308-e063-6294a90ae9fd,EPINEPHRINE BITARTRATE,"EPINEPHRINE BITARTRATE, LIDOCAINE HYDROCHLORIDE ANHYDROUS"
12116227-89a3-3080-e063-6394a90a704d,EPINEPHRINE HYDROCHLORIDE,"EPINEPHRINE HYDROCHLORIDE, LIDOCAINE HYDROCHLORIDE"
2844cdd5-467d-4aca-a10d-09d8cb78f0da,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE
3a6c0804-2dca-4ef0-96f2-4d549320a96d,EPLERENONE,EPLERENONE
180b849a-7902-9e98-e063-6394a90aec97,EPOETIN,EPOETIN
944b269c-d810-411d-9ed4-8edd9d0ac1b7,EPTIFIBATIDE,EPTIFIBATIDE
0bb14e22-95cc-7c6c-e063-6394a90a9b6e,EQUISETUM ARVENSE TOP,"EQUISETUM ARVENSE TOP, TIN"
16ee73e6-2795-bc35-e063-6294a90a63c2,EQUISETUM HYEMALE,EQUISETUM HYEMALE
48f06a68-6a4f-4c34-a78e-dfeea5385db7,ERGOCALCIFEROL,ERGOCALCIFEROL
3b435e53-f4bc-44d5-8995-797afb41c1ae,ERTAPENEM SODIUM,ERTAPENEM SODIUM
00b80232-6c14-5ed0-e063-6394a90a2704,ERYTHROMYCIN,ERYTHROMYCIN
0ca6c02b-5b9f-39c3-e063-6294a90a4c18,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE
653e7d85-f99b-4667-b83c-ebf4f7b0871e,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE
0451d0ef-4b6f-a01b-e063-6294a90a9323,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
08eb56ec-0d17-45a5-a0a9-9741b1d14909,ESMOLOL HYDROCHLORIDE,ESMOLOL HYDROCHLORIDE
0a760670-39d8-4580-aaa7-198fd8e27d31,ESOMEPRAZOLE,ESOMEPRAZOLE
08ad180e-e87a-ba6f-e063-6394a90a2bc7,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM
7c76285e-fd3e-4233-9b37-5c6f56b90aa1,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,ESOMEPRAZOLE MAGNESIUM DIHYDRATE
030fb750-e38a-5d1f-e063-6294a90a8b84,ESTRADIOL,ESTRADIOL
128c6398-d4c5-f537-c829-cab235306889,ESTRADIOL HEMIHYDRATE,ESTRADIOL HEMIHYDRATE
1ab694f5-1eac-bd74-e063-6294a90a6d2d,"ESTROGENS, ESTERIFIED","ESTROGENS, ESTERIFIED, METHYLTESTOSTERONE"
04f495a9-53fd-4b77-bf4a-0007e7fb9212,ESTRONE,"ESTRONE, SUS SCROFA OVARY"
